"Dataset","lh_inferiortemporal_thickness"
"NIH_PD",2.564
"NIH_PD",2.828
"NIH_PD",2.915
"NIH_PD",2.985
"NIH_PD",2.816
"NIH_PD",3.131
"NIH_PD",3.019
"NIH_PD",2.806
"NIH_PD",2.825
"NIH_PD",2.808
"NIH_PD",2.77
"NIH_PD",2.826
"NIH_PD",2.99
"NIH_PD",2.825
"NIH_PD",2.968
"NIH_PD",3.107
"NIH_PD",3.134
"NIH_PD",2.938
"NIH_PD",3.085
"NIH_PD",2.986
"NIH_PD",2.863
"NIH_PD",2.816
"NIH_PD",2.992
"NIH_PD",2.941
"NIH_PD",3.027
"NIH_PD",2.973
"NIH_PD",3.086
"NIH_PD",3.098
"NIH_PD",2.509
"NIH_PD",2.985
"NIH_PD",2.823
"NIH_PD",2.991
"NIH_PD",3.065
"NIH_PD",2.07
"NIH_PD",2.665
"NIH_PD",2.668
"NIH_PD",3.185
"NIH_PD",3.084
"NIH_PD",2.942
"NIH_PD",2.916
"NIH_PD",2.853
"NIH_PD",2.964
"NIH_PD",2.948
"NIH_PD",2.46
"NIH_PD",2.881
"NIH_PD",2.867
"NIH_PD",2.912
"NIH_PD",2.827
"NIH_PD",2.623
"NIH_PD",2.973
"NIH_PD",2.66
"NIH_PD",2.89
"NIH_PD",2.961
"NIH_PD",3.037
"NIH_PD",2.855
"NIH_PD",2.754
"NIH_PD",2.976
"NIH_PD",2.857
"NIH_PD",2.812
"NIH_PD",2.734
"NIH_PD",2.953
"NIH_PD",2.745
"NIH_PD",2.989
"NIH_PD",2.808
"NIH_PD",2.825
"NIH_PD",2.79
"NIH_PD",3.121
"NIH_PD",3.024
"NIH_PD",2.278
"NIH_PD",2.82
"NIH_PD",2.82
"NIH_PD",2.767
"NIH_PD",2.599
"NIH_PD",2.622
"NIH_PD",2.589
"NIH_PD",2.791
"NIH_PD",2.872
"NIH_PD",2.672
"NIH_PD",2.81
"NIH_PD",2.866
"NIH_PD",3.06
"NIH_PD",2.952
"NIH_PD",3.013
"NIH_PD",3.093
"NIH_PD",3.052
"NIH_PD",2.895
"NIH_PD",2.907
"NIH_PD",2.846
"NIH_PD",2.973
"NIH_PD",3.02
"NIH_PD",3.073
"NIH_PD",2.291
"NIH_PD",3.086
"NIH_PD",2.934
"NIH_PD",3.139
"NIH_PD",3.099
"NIH_PD",2.74
"NIH_PD",2.879
"NIH_PD",3.014
"NIH_PD",2.997
"NIH_PD",2.901
"NIH_PD",2.823
"NIH_PD",2.986
"NIH_PD",2.857
"NIH_PD",2.855
"NIH_PD",3.005
"NIH_PD",3.044
"NIH_PD",2.951
"NIH_PD",2.859
"NIH_PD",2.84
"NIH_PD",2.731
"NIH_PD",2.723
"NIH_PD",2.79
"NIH_PD",2.759
"NIH_PD",2.736
"NIH_PD",2.642
"NIH_PD",2.663
"NIH_PD",3.029
"NIH_PD",2.944
"NIH_PD",3.003
"NIH_PD",2.992
"NIH_PD",3.11
"NIH_PD",2.707
"NIH_PD",3.009
"NIH_PD",2.917
"NIH_PD",2.946
"NIH_PD",2.609
"NIH_PD",2.848
"NIH_PD",2.856
"NIH_PD",2.743
"NIH_PD",2.825
"NIH_PD",2.965
"NIH_PD",2.946
"NIH_PD",2.738
"NIH_PD",2.496
"NIH_PD",2.859
"NIH_PD",2.984
"NIH_PD",2.997
"NIH_PD",3.243
"NIH_PD",3.055
"NIH_PD",2.869
"NIH_PD",3.009
"NIH_PD",2.887
"NIH_PD",2.762
"NIH_PD",2.86
"NIH_PD",2.881
"NIH_PD",2.495
"NIH_PD",2.978
"NIH_PD",2.928
"NIH_PD",2.525
"NIH_PD",2.841
"NIH_PD",2.756
"NIH_PD",2.695
"NIH_PD",2.616
"NIH_PD",2.694
"NIH_PD",2.559
"NIH_PD",2.605
"NIH_PD",2.739
"NIH_PD",2.951
"NIH_PD",2.878
"NIH_PD",2.96
"NIH_PD",2.936
"NIH_PD",2.859
"NIH_PD",2.765
"NIH_PD",2.942
"NIH_PD",2.981
"NIH_PD",2.655
"NIH_PD",2.494
"NIH_PD",2.666
"NIH_PD",2.692
"NIH_PD",3.072
"NIH_PD",3.127
"NIH_PD",2.672
"NIH_PD",2.735
"NIH_PD",2.566
"NIH_PD",2.809
"NIH_PD",2.814
"NIH_PD",2.66
"NIH_PD",3.081
"NIH_PD",2.873
"NIH_PD",2.833
"NIH_PD",2.638
"NIH_PD",2.39
"NIH_PD",2.901
"NIH_PD",2.81
"NIH_PD",2.478
"NIH_PD",2.728
"NIH_PD",2.778
"NIH_PD",2.7
"NIH_PD",3.058
"NIH_PD",3.036
"NIH_PD",2.881
"NIH_PD",2.892
"NIH_PD",2.895
"NIH_PD",2.988
"NIH_PD",2.8
"NIH_PD",2.792
"NIH_PD",2.818
"NIH_PD",2.873
"NIH_PD",2.964
"NIH_PD",2.93
"NIH_PD",2.465
"NIH_PD",3.371
"NIH_PD",3.22
"NIH_PD",2.988
"NIH_PD",2.946
"NIH_PD",2.898
"NIH_PD",2.767
"NIH_PD",2.781
"NIH_PD",2.903
"NIH_PD",2.638
"NIH_PD",2.847
"NIH_PD",2.83
"NIH_PD",2.812
"NIH_PD",2.873
"NIH_PD",3.158
"NIH_PD",3.276
"NIH_PD",2.773
"NIH_PD",2.934
"NIH_PD",2.878
"NIH_PD",2.926
"NIH_PD",2.82
"NIH_PD",2.868
"NIH_PD",2.438
"NIH_PD",2.889
"NIH_PD",3.027
"NIH_PD",2.776
"NIH_PD",2.961
"NIH_PD",2.844
"NIH_PD",2.609
"NIH_PD",3.038
"NIH_PD",2.887
"NIH_PD",2.749
"NIH_PD",3.045
"NIH_PD",3.067
"NIH_PD",2.564
"NIH_PD",2.689
"NIH_PD",2.767
"NIH_PD",2.743
"NIH_PD",2.784
"NIH_PD",2.706
"NIH_PD",2.655
"NIH_PD",3.127
"NIH_PD",3.027
"NIH_PD",2.891
"NIH_PD",2.836
"NIH_PD",3.067
"NIH_PD",3.242
"NIH_PD",3.092
"NIH_PD",3.026
"NIH_PD",3.089
"NIH_PD",3.025
"NIH_PD",2.49
"NIH_PD",3.119
"NIH_PD",2.973
"NIH_PD",2.934
"NIH_PD",2.866
"NIH_PD",3.015
"NIH_PD",3.001
"NIH_PD",2.971
"NIH_PD",2.773
"NIH_PD",2.644
"NIH_PD",2.649
"NIH_PD",2.916
"NIH_PD",3.03
"NIH_PD",3.044
"NIH_PD",2.823
"NIH_PD",2.891
"NIH_PD",2.577
"NIH_PD",2.697
"NIH_PD",2.985
"NIH_PD",2.992
"NIH_PD",2.786
"NIH_PD",2.765
"NIH_PD",2.572
"NIH_PD",2.7
"NIH_PD",2.864
"NIH_PD",2.929
"NIH_PD",2.886
"NIH_PD",2.75
"NIH_PD",2.747
"NIH_PD",3.157
"NIH_PD",2.351
"NIH_PD",2.912
"NIH_PD",2.837
"NIH_PD",3.104
"NIH_PD",2.72
"NIH_PD",2.924
"NIH_PD",2.79
"NIH_PD",2.743
"NIH_PD",2.963
"NIH_PD",2.667
"NIH_PD",2.66
"NIH_PD",2.583
"NIH_PD",3.006
"NIH_PD",3.043
"NIH_PD",3.236
"NIH_PD",3.172
"NIH_PD",2.481
"NIH_PD",2.652
"NIH_PD",2.913
"NIH_PD",2.833
"NIH_PD",2.905
"NIH_PD",2.884
"NIH_PD",3.086
"NIH_PD",2.76
"NIH_PD",3.104
"NIH_PD",2.942
"NIH_PD",2.924
"NIH_PD",2.821
"NIH_PD",2.785
"NIH_PD",2.781
"NIH_PD",2.893
"NIH_PD",2.762
"NIH_PD",2.748
"NIH_PD",2.731
"NIH_PD",2.957
"NIH_PD",2.96
"NIH_PD",3.062
"NIH_PD",2.945
"NIH_PD",2.917
"NIH_PD",2.814
"NIH_PD",2.718
"NIH_PD",2.961
"NIH_PD",2.83
"NIH_PD",2.795
"NIH_PD",2.978
"NIH_PD",2.624
"NIH_PD",2.705
"NIH_PD",2.63
"NIH_PD",2.66
"NIH_PD",3.152
"NIH_PD",3.074
"NIH_PD",2.813
"NIH_PD",2.935
"NIH_PD",2.855
"NIH_PD",2.705
"NIH_PD",3.049
"NIH_PD",2.957
"NIH_PD",2.976
"NIH_PD",2.85
"NIH_PD",2.821
"NIH_PD",2.811
"NIH_PD",2.804
"NIH_PD",2.887
"NIH_PD",2.862
"NIH_PD",2.112
"NIH_PD",2.874
"NIH_PD",2.727
"NIH_PD",2.764
"NIH_PD",2.799
"NIH_PD",2.994
"NIH_PD",2.891
"NIH_PD",2.694
"NIH_PD",2.536
"NIH_PD",2.927
"NIH_PD",2.725
"NIH_PD",2.717
"NIH_PD",2.928
"NIH_PD",2.88
"NIH_PD",2.851
"NIH_PD",2.66
"NIH_PD",2.925
"NIH_PD",2.982
"NIH_PD",2.921
"NIH_PD",2.5
"NIH_PD",2.595
"NIH_PD",2.599
"NIH_PD",2.528
"NIH_PD",2.933
"NIH_PD",2.919
"NIH_PD",2.936
"NIH_PD",2.777
"NIH_PD",2.762
"NIH_PD",2.885
"NIH_PD",2.761
"NIH_PD",2.863
"NIH_PD",2.781
"NIH_PD",2.645
"NIH_PD",2.69
"NIH_PD",3.041
"NIH_PD",2.874
"NIH_PD",3.126
"NIH_PD",3.014
"NIH_PD",3.117
"NIH_PD",2.475
"NIH_PD",3.013
"NIH_PD",2.937
"NIH_PD",3.026
"NIH_PD",2.946
"NIH_PD",2.862
"NIH_PD",2.892
"NIH_PD",3.13
"NIH_PD",3.161
"NIH_PD",3.073
"NIH_PD",2.942
"NIH_PD",2.646
"NIH_PD",2.779
"NIH_PD",2.031
"NIH_PD",2.824
"NIH_PD",2.463
"NIH_PD",2.804
"NIH_PD",2.989
"NIH_PD",2.922
"NIH_PD",2.763
"NIH_PD",3.116
"NIH_PD",2.434
"NIH_PD",2.492
"NIH_PD",2.657
"NIH_PD",3.101
"NIH_PD",3.121
"NIH_PD",2.811
"NIH_PD",2.731
"NIH_PD",2.696
"NIH_PD",2.719
"NIH_PD",2.861
"NIH_PD",2.684
"NIH_PD",2.684
"NIH_PD",3.001
"NIH_PD",3.063
"NIH_PD",3.232
"NIH_PD",3.16
"NIH_PD",2.785
"NIH_PD",2.923
"NIH_PD",3.025
"NIH_PD",3.065
"NIH_PD",3.184
"NIH_PD",2.924
"NIH_PD",2.927
"NIH_PD",2.975
"NIH_PD",2.997
"NIH_PD",2.811
"NIH_PD",2.637
"NIH_PD",2.823
"NIH_PD",2.712
"NIH_PD",2.936
"NIH_PD",2.825
"NIH_PD",2.868
"NIH_PD",2.838
"NIH_PD",2.791
"NIH_PD",2.29
"NIH_PD",2.836
"NIH_PD",2.677
"NIH_PD",2.923
"NIH_PD",2.578
"NIH_PD",2.692
"NIH_PD",2.954
"NIH_PD",2.971
"NIH_PD",2.251
"NIH_PD",2.95
"NIH_PD",3.042
"NIH_PD",2.998
"NIH_PD",3.007
"NIH_PD",2.732
"NIH_PD",2.842
"NIH_PD",2.664
"NIH_PD",2.821
"NIH_PD",2.796
"NIH_PD",2.668
"NIH_PD",2.553
"NIH_PD",2.963
"NIH_PD",2.93
"NIH_PD",2.657
"NIH_PD",3.09
"NIH_PD",2.227
"NIH_PD",2.798
"NIH_PD",2.837
"NIH_PD",3.06
"NIH_PD",2.951
"NIH_PD",2.717
"NIH_PD",2.844
"NIH_PD",2.929
"NIH_PD",3.096
"NIH_PD",2.896
"NIH_PD",3.022
"NIH_PD",2.987
"NIH_PD",2.955
"NIH_PD",3.028
"NIH_PD",2.354
"NIH_PD",3.089
"NIH_PD",3.101
"NIH_PD",2.806
"NIH_PD",2.729
"NIH_PD",2.796
"NIH_PD",2.889
"NIH_PD",2.983
"NIH_PD",2.85
"NIH_PD",2.889
"NIH_PD",2.933
"NIH_PD",2.962
"NIH_PD",2.991
"NIH_PD",3.027
"NIH_PD",3.051
"NIH_PD",3.058
"NIH_PD",2.743
"NIH_PD",2.635
"NIH_PD",2.448
"NIH_PD",2.698
"NIH_PD",3.277
"NIH_PD",2.797
"NIH_PD",2.913
"NIH_PD",2.866
"NIH_PD",2.897
"NIH_PD",2.961
"NIH_PD",2.876
"NIH_PD",2.746
"NIH_PD",3.438
"NIH_PD",2.596
"NIH_PD",2.677
"NIH_PD",2.687
"NIH_PD",2.348
"NIH_PD",2.776
"NIH_PD",2.818
"NIH_PD",2.988
"NIH_PD",2.87
"NIH_PD",2.887
"NIH_PD",2.885
"NIH_PD",3.163
"NIH_PD",3.039
"NIH_PD",3.1
"NIH_PD",2.869
"NIH_PD",2.852
"NIH_PD",2.827
"NIH_PD",2.668
"NIH_PD",2.929
"NIH_PD",3.13
"NIH_PD",2.852
"NIH_PD",2.839
"NIH_PD",2.777
"NIH_PD",2.793
"NIH_PD",2.685
"NIH_PD",2.889
"NIH_PD",2.729
"NIH_PD",2.631
"NIH_PD",2.505
"NIH_PD",2.981
"NIH_PD",2.897
"NIH_PD",3.09
"NIH_PD",2.985
"NIH_PD",2.901
"NIH_PD",2.799
"NIH_PD",2.653
"NIH_PD",2.469
"NIH_PD",3.025
"NIH_PD",2.919
"NIH_PD",3
"NIH_PD",3.044
"NIH_PD",3.046
"NIH_PD",2.893
"NIH_PD",2.884
"NIH_PD",2.75
"NIH_PD",2.853
"NIH_PD",3.068
"NIH_PD",2.897
"NIH_PD",2.931
"NIH_PD",2.746
"NIH_PD",2.849
"NIH_PD",2.786
"NIH_PD",2.747
"NIH_PD",3.226
"NIH_PD",3.113
"NIH_PD",2.951
"NIH_PD",2.733
"NIH_PD",2.653
"NIH_PD",2.665
"NIH_PD",2.917
"NIH_PD",3.011
"NIH_PD",3.241
"NIH_PD",3.153
"NIH_PD",2.956
"NIH_PD",2.512
"NIH_PD",2.804
"NIH_PD",2.757
"NIH_PD",2.805
"NIH_PD",3.154
"NIH_PD",3.115
"NIH_PD",3.087
"NIH_PD",2.859
"NIH_PD",2.827
"NIH_PD",2.989
"NIH_PD",3.006
"NIH_PD",2.862
"NIH_PD",2.458
"NIH_PD",2.598
"NIH_PD",2.776
"NIH_PD",2.876
"NIH_PD",2.541
"NIH_PD",2.856
"NIH_PD",2.35
"NIH_PD",2.468
"NIH_PD",2.888
"NIH_PD",3.268
"NIH_PD",2.74
"NIH_PD",2.102
"NIH_PD",3.206
"NIH_PD",3.082
"NIH_PD",3.012
"NIH_PD",3.146
"NIH_PD",2.859
"NIH_PD",2.998
"NIH_PD",2.911
"NIH_PD",2.919
"NIH_PD",2.806
"NIH_PD",3.311
"NIH_PD",3.021
"NIH_PD",3.03
"NIH_PD",2.831
"NIH_PD",1.401
"NIH_PD",2.006
"NIH_PD",3.299
"NIH_PD",3.059
"NIH_PD",2.546
"NIH_PD",2.572
"NIH_PD",2.85
"NIH_PD",3.598
"NIH_PD",2.865
"NIH_PD",3.172
"NIH_PD",2.677
"NIH_PD",2.964
"NIH_PD",2.723
"NIH_PD",3.082
"NIH_PD",2.738
"NIH_PD",2.895
"NIH_PD",2.927
"NIH_PD",2.772
"NIH_PD",2.837
"NIH_PD",2.986
"NIH_PD",2.487
"NIH_PD",2.476
"NIH_PD",1.952
"NIH_PD",2.753
"NIH_PD",3.278
"NIH_PD",2.983
"NIH_PD",3.231
"NIH_PD",3.065
"NIH_PD",2.944
"NIH_PD",2.752
"NIH_PD",2.732
"NIH_PD",2.648
"NIH_PD",2.846
"NIH_PD",2.911
"NIH_PD",2.859
"NIH_PD",2.673
"NIH_PD",3.106
"NIH_PD",3.037
"NIH_PD",3.304
"NIH_PD",2.873
"NIH_PD",3.197
"NIH_PD",3.19
"NIH_PD",2.683
"NIH_PD",3.407
"NIH_PD",3.312
"NIH_PD",3.361
"NIH_PD",3.068
"NIH_PD",2.959
"NIH_PD",3.088
"NIH_PD",1.879
"NIH_PD",3.033
"NIH_PD",2.583
"NIH_PD",2.685
"NIH_PD",2.276
"NIH_PD",2.368
"NIH_PD",2.439
"NIH_PD",2.954
"NIH_PD",2.721
"NIH_PD",2.841
"NIH_PD",2.946
"NIH_PD",2.896
"NIH_PD",1.729
"NIH_PD",2.335
"NIH_PD",2.614
"NIH_PD",2.886
"NIH_PD",3.056
"NIH_PD",2.754
"NIH_PD",2.981
"NIH_PD",1.559
"NIH_PD",2.149
"NIH_PD",3.034
"NIH_PD",2.874
"NIH_PD",2.265
"NIH_PD",2.781
"NIH_PD",2.876
"NIH_PD",2.034
"NIH_PD",2.139
"NIH_PD",2.816
"NIH_PD",1.876
"NIH_PD",1.895
"NIH_PD",2.488
"NIH_PD",2.673
"NIH_PD",2.563
"NIH_PD",3.085
"NIH_PD",2.699
"NIH_PD",2.851
"NIH_PD",3.395
"NIH_PD",3.232
"NIH_PD",3.637
"NIH_PD",2.757
"NIH_PD",0
"NIH_PD",3.141
"NIH_PD",3.219
"NIH_PD",2.956
"NIH_PD",3.084
"NIH_PD",3.185
"NIH_PD",3.032
"NIH_PD",3.135
"NIH_PD",1.656
"NIH_PD",2.59
"NIH_PD",2.834
"NIH_PD",3.056
"NIH_PD",2.757
"NIH_PD",3.208
"NIH_PD",3.071
"NIH_PD",3.179
"NIH_PD",3.097
"NIH_PD",2.905
"NIH_PD",1.775
"NIH_PD",3.16
"NIH_PD",3.029
"NIH_PD",2.616
"NIH_PD",2.929
"NIH_PD",2.772
"NIH_PD",2.329
"NIH_PD",3.041
"NIH_PD",3.171
"NIH_PD",1.51
"NIH_PD",2.704
"NIH_PD",3.044
"NIH_PD",2.964
"NIH_PD",3.025
"NIH_PD",2.886
"NIH_PD",2.282
"NIH_PD",2.739
"NIH_PD",2.296
"NIH_PD",2.86
"NIH_PD",3.143
"NIH_PD",3.056
"NIH_PD",3.102
"NIH_PD",3.179
"NIH_PD",2.83
"NIH_PD",2.603
"NIH_PD",3.005
"NIH_PD",2.572
"NIH_PD",2.887
"NIH_PD",2.843
"NIH_PD",3.263
"NIH_PD",3.027
"NIH_PD",3.135
"NIH_PD",1.877
"NIH_PD",2.455
"NIH_PD",2.988
"NIH_PD",2.776
"NIH_PD",3.106
"NIH_PD",2.778
"NIH_PD",2.295
"NIH_PD",2.69
"NIH_PD",2.921
"NIH_PD",2.046
"NIH_PD",2.272
"NIH_PD",2.565
"NIH_PD",2.332
"NIH_PD",2.568
"NIH_PD",3.01
"NIH_PD",2.917
"NIH_PD",2.729
"NIH_PD",3.101
"NIH_PD",2.954
"NIH_PD",3.079
"NIH_PD",2.167
"NIH_PD",2.789
"NIH_PD",1.807
"NIH_PD",1.951
"NIH_PD",3.55
"NIH_PD",3.379
"NIH_PD",3.204
"NIH_PD",3.472
"NIH_PD",1.829
"NIH_PD",2.643
"NIH_PD",2.716
"NIH_PD",2.989
"NIH_PD",2.787
"NIH_PD",3.374
"NIH_PD",2.938
"NIH_PD",2.819
"NIH_PD",3.037
"NIH_PD",2.776
"NIH_PD",3.015
"OASIS_3",2.701
"OASIS_3",2.807
"OASIS_3",2.722
"OASIS_3",2.739
"OASIS_3",2.73
"OASIS_3",2.718
"OASIS_3",2.703
"OASIS_3",2.728
"OASIS_3",2.622
"OASIS_3",2.631
"OASIS_3",2.724
"OASIS_3",2.586
"OASIS_3",2.615
"OASIS_3",2.71
"OASIS_3",2.78
"OASIS_3",2.693
"OASIS_3",2.642
"OASIS_3",2.807
"OASIS_3",2.986
"OASIS_3",2.859
"OASIS_3",2.848
"OASIS_3",2.888
"OASIS_3",2.668
"OASIS_3",2.604
"OASIS_3",2.495
"OASIS_3",2.485
"OASIS_3",2.585
"OASIS_3",2.579
"OASIS_3",2.785
"OASIS_3",2.676
"OASIS_3",2.649
"OASIS_3",2.784
"OASIS_3",2.874
"OASIS_3",2.814
"OASIS_3",2.548
"OASIS_3",2.726
"OASIS_3",2.645
"OASIS_3",2.734
"OASIS_3",2.642
"OASIS_3",2.69
"OASIS_3",2.689
"OASIS_3",2.606
"OASIS_3",2.673
"OASIS_3",2.843
"OASIS_3",2.682
"OASIS_3",2.718
"OASIS_3",2.427
"OASIS_3",2.631
"OASIS_3",2.638
"OASIS_3",2.673
"OASIS_3",2.737
"OASIS_3",2.676
"OASIS_3",2.688
"OASIS_3",2.703
"OASIS_3",2.642
"OASIS_3",2.664
"OASIS_3",2.684
"OASIS_3",2.705
"OASIS_3",2.505
"OASIS_3",2.579
"OASIS_3",2.599
"OASIS_3",2.436
"OASIS_3",2.691
"OASIS_3",2.574
"OASIS_3",2.728
"OASIS_3",2.68
"OASIS_3",2.725
"OASIS_3",2.67
"OASIS_3",2.688
"OASIS_3",2.678
"OASIS_3",2.613
"OASIS_3",2.698
"OASIS_3",2.674
"OASIS_3",2.634
"OASIS_3",2.647
"OASIS_3",2.702
"OASIS_3",2.787
"OASIS_3",2.718
"OASIS_3",2.779
"OASIS_3",2.72
"OASIS_3",2.675
"OASIS_3",2.843
"OASIS_3",2.637
"OASIS_3",2.473
"OASIS_3",2.586
"OASIS_3",2.654
"OASIS_3",2.603
"OASIS_3",2.821
"OASIS_3",2.729
"OASIS_3",2.579
"OASIS_3",2.577
"OASIS_3",2.573
"OASIS_3",2.507
"OASIS_3",2.483
"OASIS_3",2.454
"OASIS_3",2.443
"OASIS_3",2.462
"OASIS_3",2.524
"OASIS_3",2.575
"OASIS_3",2.484
"OASIS_3",2.504
"OASIS_3",2.638
"OASIS_3",2.597
"OASIS_3",2.439
"OASIS_3",2.5
"OASIS_3",2.683
"OASIS_3",2.673
"OASIS_3",2.593
"OASIS_3",2.763
"OASIS_3",2.755
"OASIS_3",2.453
"OASIS_3",2.536
"OASIS_3",2.523
"OASIS_3",2.776
"OASIS_3",2.51
"OASIS_3",2.882
"OASIS_3",2.746
"OASIS_3",2.661
"OASIS_3",2.658
"OASIS_3",2.729
"OASIS_3",2.735
"OASIS_3",2.734
"OASIS_3",2.725
"OASIS_3",2.626
"OASIS_3",2.546
"OASIS_3",2.771
"OASIS_3",2.555
"OASIS_3",2.682
"OASIS_3",2.635
"OASIS_3",2.721
"OASIS_3",2.792
"OASIS_3",2.798
"OASIS_3",2.782
"OASIS_3",2.895
"OASIS_3",2.542
"OASIS_3",2.619
"OASIS_3",2.582
"OASIS_3",2.329
"OASIS_3",2.428
"OASIS_3",2.367
"OASIS_3",2.712
"OASIS_3",2.63
"OASIS_3",2.614
"OASIS_3",2.542
"OASIS_3",2.81
"OASIS_3",2.769
"OASIS_3",2.735
"OASIS_3",2.755
"OASIS_3",2.619
"OASIS_3",2.715
"OASIS_3",2.677
"OASIS_3",2.659
"OASIS_3",2.584
"OASIS_3",2.305
"OASIS_3",2.576
"OASIS_3",2.811
"OASIS_3",2.67
"OASIS_3",2.36
"OASIS_3",2.569
"OASIS_3",2.762
"OASIS_3",2.551
"OASIS_3",2.548
"OASIS_3",2.567
"OASIS_3",2.53
"OASIS_3",2.646
"OASIS_3",2.839
"OASIS_3",2.771
"OASIS_3",2.801
"OASIS_3",2.832
"OASIS_3",2.44
"OASIS_3",2.462
"OASIS_3",2.931
"OASIS_3",2.775
"OASIS_3",2.769
"OASIS_3",2.901
"OASIS_3",2.763
"OASIS_3",2.807
"OASIS_3",2.878
"OASIS_3",2.821
"OASIS_3",2.421
"OASIS_3",2.484
"OASIS_3",2.556
"OASIS_3",2.424
"OASIS_3",2.69
"OASIS_3",2.661
"OASIS_3",2.728
"OASIS_3",2.636
"OASIS_3",2.744
"OASIS_3",2.682
"OASIS_3",2.749
"OASIS_3",2.82
"OASIS_3",2.81
"OASIS_3",2.734
"OASIS_3",2.563
"OASIS_3",1.938
"OASIS_3",2.715
"OASIS_3",2.663
"OASIS_3",2.691
"OASIS_3",2.683
"OASIS_3",2.495
"OASIS_3",2.631
"OASIS_3",2.697
"OASIS_3",2.688
"OASIS_3",3.203
"OASIS_3",3.067
"OASIS_3",2.706
"OASIS_3",2.686
"OASIS_3",2.556
"OASIS_3",2.689
"OASIS_3",2.592
"OASIS_3",2.579
"OASIS_3",2.66
"OASIS_3",2.606
"OASIS_3",2.668
"OASIS_3",2.605
"OASIS_3",2.566
"OASIS_3",2.578
"OASIS_3",2.584
"OASIS_3",2.58
"OASIS_3",2.623
"OASIS_3",2.591
"OASIS_3",2.601
"OASIS_3",2.568
"OASIS_3",2.569
"OASIS_3",2.562
"OASIS_3",2.699
"OASIS_3",2.537
"OASIS_3",2.536
"OASIS_3",2.437
"OASIS_3",2.401
"OASIS_3",2.506
"OASIS_3",2.995
"OASIS_3",2.932
"OASIS_3",2.568
"OASIS_3",2.685
"OASIS_3",2.677
"OASIS_3",1.614
"OASIS_3",2.814
"OASIS_3",2.638
"OASIS_3",2.611
"OASIS_3",2.756
"OASIS_3",2.688
"OASIS_3",2.469
"OASIS_3",2.628
"OASIS_3",2.69
"OASIS_3",2.599
"OASIS_3",2.471
"OASIS_3",2.589
"OASIS_3",2.77
"OASIS_3",2.688
"OASIS_3",2.468
"OASIS_3",2.486
"OASIS_3",2.536
"OASIS_3",2.623
"OASIS_3",2.695
"OASIS_3",2.52
"OASIS_3",2.667
"OASIS_3",2.349
"OASIS_3",2.803
"OASIS_3",2.476
"OASIS_3",2.529
"OASIS_3",2.47
"OASIS_3",2.512
"OASIS_3",2.639
"OASIS_3",2.632
"OASIS_3",2.547
"OASIS_3",2.628
"OASIS_3",2.614
"OASIS_3",2.495
"OASIS_3",2.651
"OASIS_3",2.705
"OASIS_3",2.698
"OASIS_3",2.654
"OASIS_3",2.598
"OASIS_3",2.586
"OASIS_3",2.637
"OASIS_3",2.572
"OASIS_3",2.609
"OASIS_3",2.573
"OASIS_3",2.657
"OASIS_3",2.672
"OASIS_3",2.61
"OASIS_3",2.683
"OASIS_3",2.638
"OASIS_3",2.616
"OASIS_3",2.605
"OASIS_3",2.665
"OASIS_3",2.584
"OASIS_3",2.608
"OASIS_3",2.586
"OASIS_3",2.577
"OASIS_3",2.561
"OASIS_3",2.672
"OASIS_3",2.664
"OASIS_3",2.744
"OASIS_3",2.765
"OASIS_3",2.669
"OASIS_3",2.685
"OASIS_3",2.685
"OASIS_3",2.614
"OASIS_3",2.556
"OASIS_3",2.697
"OASIS_3",2.655
"OASIS_3",2.621
"OASIS_3",2.625
"OASIS_3",2.544
"OASIS_3",2.512
"OASIS_3",2.581
"OASIS_3",2.618
"OASIS_3",2.635
