"Dataset","lh_cuneus_gauscurv"
"ABIDE_I",0.039
"ABIDE_I",0.037
"ABIDE_I",0.049
"ABIDE_I",0.041
"ABIDE_I",0.045
"ABIDE_I",0.043
"ABIDE_I",0.047
"ABIDE_I",0.039
"ABIDE_I",0.039
"ABIDE_I",0.037
"ABIDE_I",0.038
"ABIDE_I",0.037
"ABIDE_I",0.041
"ABIDE_I",0.043
"ABIDE_I",0.036
"ABIDE_I",0.038
"ABIDE_I",0.047
"ABIDE_I",0.041
"ABIDE_I",0.037
"ABIDE_I",0.049
"ABIDE_I",0.04
"ABIDE_I",0.041
"ABIDE_I",0.043
"ABIDE_I",0.033
"ABIDE_I",0.041
"ABIDE_I",0.042
"ABIDE_I",0.044
"ABIDE_I",0.036
"ABIDE_I",0.043
"ABIDE_I",0.039
"ABIDE_I",0.037
"ABIDE_I",0.04
"ABIDE_I",0.033
"ABIDE_I",0.04
"ABIDE_I",0.036
"ABIDE_I",0.034
"ABIDE_I",0.034
"ABIDE_I",0.031
"ABIDE_I",0.032
"ABIDE_I",0.038
"ABIDE_I",0.044
"ABIDE_I",0.027
"ABIDE_I",0.042
"ABIDE_I",0.027
"ABIDE_I",0.032
"ABIDE_I",0.033
"ABIDE_I",0.035
"ABIDE_I",0.035
"ABIDE_I",0.034
"ABIDE_I",0.038
"ABIDE_I",0.046
"ABIDE_I",0.048
"ABIDE_I",0.042
"ABIDE_I",0.038
"ABIDE_I",0.04
"ABIDE_I",0.047
"ABIDE_I",0.052
"ABIDE_I",0.047
"ABIDE_I",0.046
"ABIDE_I",0.047
"ABIDE_I",0.043
"ABIDE_I",0.044
"ABIDE_I",0.047
"ABIDE_I",0.05
"ABIDE_I",0.037
"ABIDE_I",0.035
"ABIDE_I",0.048
"ABIDE_I",0.047
"ABIDE_I",0.039
"ABIDE_I",0.042
"ABIDE_I",0.051
"ABIDE_I",0.048
"ABIDE_I",0.043
"ABIDE_I",0.049
"ABIDE_I",0.05
"ABIDE_I",0.044
"ABIDE_I",0.036
"ABIDE_I",0.044
"ABIDE_I",0.04
"ABIDE_I",0.042
"ABIDE_I",0.047
"ABIDE_I",0.049
"ABIDE_I",0.047
"ABIDE_I",0.045
"ABIDE_I",0.049
"ABIDE_I",0.044
"ABIDE_I",0.046
"ABIDE_I",0.041
"ABIDE_I",0.047
"ABIDE_I",0.047
"ABIDE_I",0.045
"ABIDE_I",0.043
"ABIDE_I",0.042
"ABIDE_I",0.041
"ABIDE_I",0.039
"ABIDE_I",0.049
"ABIDE_I",0.04
"ABIDE_I",0.052
"ABIDE_I",0.035
"ABIDE_I",0.042
"ABIDE_I",0.047
"ABIDE_I",0.046
"ABIDE_I",0.037
"ABIDE_I",0.04
"ABIDE_I",0.045
"ABIDE_I",0.042
"ABIDE_I",0.04
"ABIDE_I",0.052
"ABIDE_I",0.043
"ABIDE_I",0.042
"ABIDE_I",0.045
"ABIDE_I",0.052
"ABIDE_I",0.043
"ABIDE_I",0.047
"ABIDE_I",0.048
"ABIDE_I",0.047
"ABIDE_I",0.034
"ABIDE_I",0.034
"ABIDE_I",0.042
"ABIDE_I",0.033
"ABIDE_I",0.027
"ABIDE_I",0.036
"ABIDE_I",0.031
"ABIDE_I",0.032
"ABIDE_I",0.033
"ABIDE_I",0.031
"ABIDE_I",0.036
"ABIDE_I",0.036
"ABIDE_I",0.033
"ABIDE_I",0.032
"ABIDE_I",0.035
"ABIDE_I",0.034
"ABIDE_I",0.032
"ABIDE_I",0.035
"ABIDE_I",0.03
"ABIDE_I",0.032
"ABIDE_I",0.034
"ABIDE_I",0.035
"ABIDE_I",0.035
"ABIDE_I",0.032
"ABIDE_I",0.037
"ABIDE_I",0.033
"ABIDE_I",0.038
"ABIDE_I",0.038
"ABIDE_I",0.03
"ABIDE_I",0.039
"ABIDE_I",0.031
"ABIDE_I",0.039
"ABIDE_I",0.027
"ABIDE_I",0.038
"ABIDE_I",0.039
"ABIDE_I",0.032
"ABIDE_I",0.036
"ABIDE_I",0.031
"ABIDE_I",0.025
"ABIDE_I",0.03
"ABIDE_I",0.033
"ABIDE_I",0.029
"ABIDE_I",0.033
"ABIDE_I",0.042
"ABIDE_I",0.037
"ABIDE_I",0.037
"ABIDE_I",0.034
"ABIDE_I",0.033
"ABIDE_I",0.031
"ABIDE_I",0.04
"ABIDE_I",0.039
"ABIDE_I",0.033
"ABIDE_I",0.04
"ABIDE_I",0.038
"ABIDE_I",0.032
"ABIDE_I",0.035
"ABIDE_I",0.034
"ABIDE_I",0.042
"ABIDE_I",0.035
"ABIDE_I",0.042
"ABIDE_I",0.038
"ABIDE_I",0.038
"ABIDE_I",0.03
"ABIDE_I",0.048
"ABIDE_I",0.04
"ABIDE_I",0.036
"ABIDE_I",0.035
"ABIDE_I",0.038
"ABIDE_I",0.036
"ABIDE_I",0.041
"ABIDE_I",0.032
"ABIDE_I",0.037
"ABIDE_I",0.035
"ABIDE_I",0.044
"ABIDE_I",0.035
"ABIDE_I",0.039
"ABIDE_I",0.035
"ABIDE_I",0.035
"ABIDE_I",0.03
"ABIDE_I",0.037
"ABIDE_I",0.027
"ABIDE_I",0.023
"ABIDE_I",0.028
"ABIDE_I",0.029
"ABIDE_I",0.034
"ABIDE_I",0.031
"ABIDE_I",0.028
"ABIDE_I",0.042
"ABIDE_I",0.03
"ABIDE_I",0.032
"ABIDE_I",0.032
"ABIDE_I",0.029
"ABIDE_I",0.031
"ABIDE_I",0.033
"ABIDE_I",0.031
"ABIDE_I",0.035
"ABIDE_I",0.033
"ABIDE_I",0.028
"ABIDE_I",0.033
"ABIDE_I",0.027
"ABIDE_I",0.032
"ABIDE_I",0.03
"ABIDE_I",0.03
"ABIDE_I",0.032
"ABIDE_I",0.027
"ABIDE_I",0.035
"ABIDE_I",0.031
"ABIDE_I",0.03
"ABIDE_I",0.04
"ABIDE_I",0.033
"ABIDE_I",0.035
"ABIDE_I",0.035
"ABIDE_I",0.031
"ABIDE_I",0.037
"ABIDE_I",0.035
"ABIDE_I",0.048
"ABIDE_I",0.036
"ABIDE_I",0.039
"ABIDE_I",0.046
"ABIDE_I",0.035
"ABIDE_I",0.041
"ABIDE_I",0.035
"ABIDE_I",0.038
"ABIDE_I",0.035
"ABIDE_I",0.039
"ABIDE_I",0.037
"ABIDE_I",0.044
"ABIDE_I",0.04
"ABIDE_I",0.037
"ABIDE_I",0.051
"ABIDE_I",0.043
"ABIDE_I",0.04
"ABIDE_I",0.047
"ABIDE_I",0.045
"ABIDE_I",0.039
"ABIDE_I",0.033
"ABIDE_I",0.042
"ABIDE_I",0.045
"ABIDE_I",0.042
"ABIDE_I",0.041
"ABIDE_I",0.038
"ABIDE_I",0.043
"ABIDE_I",0.045
"ABIDE_I",0.043
"ABIDE_I",0.035
"ABIDE_I",0.043
"ABIDE_I",0.039
"ABIDE_I",0.042
"ABIDE_I",0.037
"ABIDE_I",0.039
"ABIDE_I",0.037
"ABIDE_I",0.048
"ABIDE_I",0.035
"ABIDE_I",0.042
"ABIDE_I",0.04
"ABIDE_I",0.036
"ABIDE_I",0.038
"ABIDE_I",0.036
"ABIDE_I",0.049
"ABIDE_I",0.044
"ABIDE_I",0.048
"ABIDE_I",0.042
"ABIDE_I",0.039
"ABIDE_I",0.039
"ABIDE_I",0.041
"ABIDE_I",0.035
"ABIDE_I",0.042
"ABIDE_I",0.046
"ABIDE_I",0.036
"ABIDE_I",0.04
"ABIDE_I",0.043
"ABIDE_I",0.035
"ABIDE_I",0.045
"ABIDE_I",0.039
"ABIDE_I",0.039
"ABIDE_I",0.035
"ABIDE_I",0.036
"ABIDE_I",0.049
"ABIDE_I",0.043
"ABIDE_I",0.04
"ABIDE_I",0.039
"ABIDE_I",0.038
"ABIDE_I",0.04
"ABIDE_I",0.045
"ABIDE_I",0.042
"ABIDE_I",0.042
"ABIDE_I",0.036
"ABIDE_I",0.042
"ABIDE_I",0.045
"ABIDE_I",0.052
"ABIDE_I",0.042
"ABIDE_I",0.039
"ABIDE_I",0.033
"ABIDE_I",0.047
"ABIDE_I",0.039
"ABIDE_I",0.039
"ABIDE_I",0.04
"ABIDE_I",0.038
"ABIDE_I",0.038
"ABIDE_I",0.034
"ABIDE_I",0.043
"ABIDE_I",0.044
"ABIDE_I",0.031
"ABIDE_I",0.038
"ABIDE_I",0.046
"ABIDE_I",0.043
"ABIDE_I",0.047
"ABIDE_I",0.044
"ABIDE_I",0.044
"ABIDE_I",0.036
"ABIDE_I",0.04
"ABIDE_I",0.052
"ABIDE_I",0.037
"ABIDE_I",0.038
"ABIDE_I",0.036
"ABIDE_I",0.039
"ABIDE_I",0.039
"ABIDE_I",0.035
"ABIDE_I",0.038
"ABIDE_I",0.043
"ABIDE_I",0.04
"ABIDE_I",0.038
"ABIDE_I",0.046
"ABIDE_I",0.036
"ABIDE_I",0.033
"ABIDE_I",0.043
"ABIDE_I",0.038
"ABIDE_I",0.036
"ABIDE_I",0.041
"ABIDE_I",0.04
"ABIDE_I",0.034
"ABIDE_I",0.044
"ABIDE_I",0.039
"ABIDE_I",0.044
"ABIDE_I",0.05
"ABIDE_I",0.049
"ABIDE_I",0.047
"ABIDE_I",0.045
"ABIDE_I",0.044
"ABIDE_I",0.042
"ABIDE_I",0.05
"ABIDE_I",0.044
"ABIDE_I",0.038
"ABIDE_I",0.052
"ABIDE_I",0.043
"ABIDE_I",0.044
"ABIDE_I",0.047
"ABIDE_I",0.049
"ABIDE_I",0.032
"ABIDE_I",0.032
"ABIDE_I",0.035
"ABIDE_I",0.029
"ABIDE_I",0.04
"ABIDE_I",0.043
"ABIDE_I",0.034
"ABIDE_I",0.036
"ABIDE_I",0.034
"ABIDE_I",0.04
"ABIDE_I",0.038
"ABIDE_I",0.038
"ABIDE_I",0.031
"ABIDE_I",0.032
"ABIDE_I",0.043
"ABIDE_I",0.042
"ABIDE_I",0.032
"ABIDE_I",0.034
"ABIDE_I",0.032
"ABIDE_I",0.035
"ABIDE_I",0.038
"ABIDE_I",0.03
"ABIDE_I",0.043
"ABIDE_I",0.032
"ABIDE_I",0.036
"ABIDE_I",0.031
"ABIDE_I",0.042
"ABIDE_I",0.042
"ABIDE_I",0.038
"ABIDE_I",0.038
"ABIDE_I",0.04
"ABIDE_I",0.048
"ABIDE_I",0.046
"ABIDE_I",0.041
"ABIDE_I",0.037
"ABIDE_I",0.035
"ABIDE_I",0.042
"ABIDE_I",0.032
"ABIDE_I",0.042
"ABIDE_I",0.033
"ABIDE_I",0.038
"ABIDE_I",0.036
"ABIDE_I",0.037
"ABIDE_I",0.038
"ABIDE_I",0.04
"ABIDE_I",0.039
"ABIDE_I",0.039
"ABIDE_I",0.045
"ABIDE_I",0.034
"ABIDE_I",0.041
"ABIDE_I",0.038
"ABIDE_I",0.043
"ABIDE_I",0.043
"ABIDE_I",0.045
"ABIDE_I",0.039
"ABIDE_I",0.051
"ABIDE_I",0.038
"ABIDE_I",0.046
"ABIDE_I",0.042
"ABIDE_I",0.042
"ABIDE_I",0.037
"ABIDE_I",0.04
"ABIDE_I",0.044
"ABIDE_I",0.032
"ABIDE_I",0.032
"ABIDE_I",0.034
"ABIDE_I",0.031
"ABIDE_I",0.04
"ABIDE_I",0.034
"ABIDE_I",0.032
"ABIDE_I",0.036
"ABIDE_I",0.032
"ABIDE_I",0.028
"ABIDE_I",0.031
"ABIDE_I",0.032
"ABIDE_I",0.035
"ABIDE_I",0.027
"ABIDE_I",0.033
"ABIDE_I",0.044
"ABIDE_I",0.047
"ABIDE_I",0.035
"ABIDE_I",0.032
"ABIDE_I",0.039
"ABIDE_I",0.035
"ABIDE_I",0.04
"ABIDE_I",0.037
"ABIDE_I",0.041
"ABIDE_I",0.036
"ABIDE_I",0.035
"ABIDE_I",0.042
"ABIDE_I",0.036
"ABIDE_I",0.04
"BCH",0.029
"BCH",0.035
"BCH",0.05
"BCH",0.03
"BCH",0.043
"BCH",0.03
"BCH",0.03
"BCH",0.034
"BCH",0.034
"BCH",0.029
"BCH",0.03
"BCH",0.041
"BCH",0.031
"BCH",0.04
"BCH",0.033
"BCH",0.031
"BCH",0.033
"BCH",0.041
"BCH",0.029
"BCH",0.04
"BCH",0.038
"BCH",0.04
"BCH",0.031
"BCH",0.033
"BCH",0.036
"BCH",0.03
"BCH",0.033
"BCH",0.034
"BCH",0.031
"BCH",0.031
"BCH",0.046
"BCH",0.043
"BCH",0.045
"BCH",0.046
"BCH",0.038
"BCH",0.034
"BCH",0.035
"BCH",0.036
"BCH",0.052
"BCH",0.035
"BCH",0.032
"BCH",0.031
"BCH",0.038
"BCH",0.029
"BCH",0.031
"BCH",0.034
"BCH",0.041
"BCH",0.043
"BCH",0.033
"BCH",0.038
"BCH",0.037
"BCH",0.03
"BCH",0.032
"BCH",0.037
"BCH",0.037
"BCH",0.032
"BCH",0.03
"BCH",0.036
"BCH",0.033
"BCH",0.035
"BCH",0.051
"BCH",0.034
"BCH",0.028
"BCH",0.026
"BCH",0.031
"BCH",0.034
"BCH",0.031
"BCH",0.031
"BCH",0.035
"BCH",0.038
"BCH",0.052
"BCH",0.041
"BCH",0.041
"BCH",0.04
"BCH",0.042
"BGSP",0.031
"BGSP",0.032
"BGSP",0.038
"BGSP",0.035
"BGSP",0.028
"BGSP",0.036
"BGSP",0.028
"BGSP",0.032
"BGSP",0.036
"BGSP",0.028
"BGSP",0.037
"BGSP",0.027
"BGSP",0.032
"BGSP",0.03
"BGSP",0.027
"BGSP",0.032
"BGSP",0.028
"BGSP",0.029
"BGSP",0.036
"BGSP",0.031
"BGSP",0.035
"BGSP",0.037
"BGSP",0.034
"BGSP",0.033
"BGSP",0.04
"BGSP",0.032
"BGSP",0.032
"BGSP",0.035
"BGSP",0.036
"BGSP",0.03
"BGSP",0.029
"BGSP",0.037
"BGSP",0.029
"BGSP",0.033
"BGSP",0.029
"BGSP",0.031
"BGSP",0.026
"BGSP",0.032
"BGSP",0.03
"BGSP",0.034
"BGSP",0.033
"BGSP",0.037
"BGSP",0.039
"BGSP",0.028
"BGSP",0.038
"BGSP",0.029
"BGSP",0.034
"BGSP",0.034
"BGSP",0.033
"BGSP",0.034
"BGSP",0.03
"BGSP",0.037
"BGSP",0.032
"BGSP",0.033
"BGSP",0.033
"BGSP",0.029
"BGSP",0.03
"BGSP",0.038
"BGSP",0.026
"BGSP",0.03
"BGSP",0.032
"BGSP",0.031
"BGSP",0.03
"BGSP",0.032
"BGSP",0.039
"BGSP",0.036
"BGSP",0.038
"BGSP",0.035
"BGSP",0.032
"BGSP",0.031
"BGSP",0.035
"BGSP",0.034
"BGSP",0.034
"BGSP",0.033
"BGSP",0.029
"BGSP",0.038
"BGSP",0.037
"BGSP",0.033
"BGSP",0.029
"BGSP",0.035
"BGSP",0.027
"BGSP",0.031
"BGSP",0.034
"BGSP",0.031
"BGSP",0.034
"BGSP",0.03
"BGSP",0.025
"BGSP",0.036
"BGSP",0.036
"BGSP",0.031
"BGSP",0.027
"BGSP",0.031
"BGSP",0.031
"BGSP",0.032
"BGSP",0.034
"BGSP",0.037
"BGSP",0.025
"BGSP",0.035
"BGSP",0.036
"BGSP",0.028
"BGSP",0.028
"BGSP",0.033
"BGSP",0.029
"BGSP",0.031
"BGSP",0.032
"BGSP",0.031
"BGSP",0.037
"BGSP",0.036
"BGSP",0.033
"BGSP",0.034
"BGSP",0.03
"BGSP",0.031
"BGSP",0.03
"BGSP",0.032
"BGSP",0.028
"BGSP",0.031
"BGSP",0.028
"BGSP",0.03
"BGSP",0.032
"BGSP",0.032
"BGSP",0.032
"BGSP",0.035
"BGSP",0.037
"BGSP",0.03
"BGSP",0.034
"BGSP",0.039
"BGSP",0.032
"BGSP",0.029
"BGSP",0.033
"BGSP",0.036
"BGSP",0.032
"BGSP",0.036
"BGSP",0.026
"BGSP",0.027
"BGSP",0.029
"BGSP",0.037
"BGSP",0.033
"BGSP",0.028
"BGSP",0.034
"BGSP",0.036
"BGSP",0.026
"BGSP",0.03
"BGSP",0.034
"BGSP",0.039
"BGSP",0.038
"BGSP",0.028
"BGSP",0.036
"BGSP",0.03
"BGSP",0.035
"BGSP",0.036
"BGSP",0.039
"BGSP",0.028
"BGSP",0.033
"BGSP",0.032
"BGSP",0.029
"BGSP",0.038
"BGSP",0.031
"BGSP",0.031
"BGSP",0.033
"BGSP",0.03
"BGSP",0.03
"BGSP",0.028
"BGSP",0.031
"BGSP",0.034
"BGSP",0.036
"BGSP",0.029
"BGSP",0.037
"BGSP",0.03
"BGSP",0.034
"BGSP",0.023
"BGSP",0.036
"BGSP",0.031
"BGSP",0.031
"BGSP",0.037
"BGSP",0.033
"BGSP",0.029
"BGSP",0.03
"BGSP",0.036
"BGSP",0.038
"BGSP",0.031
"BGSP",0.026
"BGSP",0.035
"BGSP",0.037
"BGSP",0.035
"BGSP",0.037
"BGSP",0.038
"BGSP",0.031
"BGSP",0.034
"BGSP",0.031
"BGSP",0.032
"BGSP",0.035
"BGSP",0.031
"BGSP",0.032
"BGSP",0.033
"BGSP",0.03
"BGSP",0.031
"BGSP",0.031
"BGSP",0.034
"BGSP",0.037
"BGSP",0.03
"BGSP",0.034
"BGSP",0.028
"BGSP",0.034
"BGSP",0.028
"BGSP",0.029
"BGSP",0.027
"BGSP",0.035
"BGSP",0.026
"BGSP",0.032
"BGSP",0.035
"BGSP",0.031
"BGSP",0.033
"BGSP",0.041
"BGSP",0.034
"BGSP",0.036
"BGSP",0.037
"BGSP",0.033
"BGSP",0.036
"BGSP",0.043
"BGSP",0.031
"BGSP",0.034
"BGSP",0.033
"BGSP",0.028
"BGSP",0.031
"BGSP",0.033
"BGSP",0.037
"BGSP",0.027
"BGSP",0.029
"BGSP",0.032
"BGSP",0.032
"BGSP",0.036
"BGSP",0.032
"BGSP",0.037
"BGSP",0.032
"BGSP",0.033
"BGSP",0.029
"BGSP",0.03
"BGSP",0.031
"BGSP",0.039
"BGSP",0.036
"BGSP",0.029
"BGSP",0.029
"BGSP",0.033
"BGSP",0.038
"BGSP",0.035
"BGSP",0.032
"BGSP",0.034
"BGSP",0.032
"BGSP",0.031
"BGSP",0.038
"BGSP",0.038
"BGSP",0.036
"BGSP",0.033
"BGSP",0.029
"BGSP",0.032
"BGSP",0.031
"BGSP",0.035
"BGSP",0.028
"BGSP",0.036
"BGSP",0.032
"BGSP",0.031
"BGSP",0.032
"BGSP",0.031
"BGSP",0.035
"BGSP",0.035
"BGSP",0.032
"BGSP",0.031
"BGSP",0.031
"BGSP",0.025
"BGSP",0.034
"BGSP",0.032
"BGSP",0.033
"BGSP",0.036
"BGSP",0.032
"BGSP",0.034
"BGSP",0.03
"BGSP",0.034
"BGSP",0.03
"BGSP",0.03
"BGSP",0.031
"BGSP",0.029
"BGSP",0.037
"BGSP",0.033
"BGSP",0.032
"BGSP",0.036
"BGSP",0.032
"BGSP",0.033
"BGSP",0.034
"BGSP",0.027
"BGSP",0.034
"BGSP",0.032
"BGSP",0.036
"BGSP",0.034
"BGSP",0.039
"BGSP",0.038
"BGSP",0.039
"BGSP",0.03
"BGSP",0.03
"BGSP",0.028
"BGSP",0.033
"BGSP",0.033
"BGSP",0.031
"BGSP",0.033
"BGSP",0.031
"BGSP",0.033
"BGSP",0.032
"BGSP",0.04
"BGSP",0.03
"BGSP",0.026
"BGSP",0.035
"BGSP",0.03
"BGSP",0.039
"BGSP",0.03
"BGSP",0.034
"BGSP",0.027
"BGSP",0.03
"BGSP",0.031
"BGSP",0.034
"BGSP",0.034
"BGSP",0.032
"BGSP",0.037
"BGSP",0.023
"BGSP",0.034
"BGSP",0.034
"BGSP",0.035
"BGSP",0.027
"BGSP",0.033
"BGSP",0.035
"BGSP",0.031
"BGSP",0.028
"BGSP",0.031
"BGSP",0.029
"BGSP",0.039
"BGSP",0.03
"BGSP",0.036
"BGSP",0.031
"BGSP",0.041
"BGSP",0.034
"BGSP",0.036
"BGSP",0.029
"BGSP",0.032
"BGSP",0.026
"BGSP",0.033
"BGSP",0.036
"BGSP",0.033
"BGSP",0.03
"BGSP",0.035
"BGSP",0.041
"BGSP",0.032
"BGSP",0.033
"BGSP",0.039
"BGSP",0.032
"BGSP",0.037
"BGSP",0.037
"BGSP",0.034
"BGSP",0.03
"BGSP",0.033
"BGSP",0.034
"BGSP",0.034
"BGSP",0.031
"BGSP",0.034
"BGSP",0.038
"BGSP",0.034
"BGSP",0.031
"BGSP",0.03
"BGSP",0.031
"BGSP",0.03
"BGSP",0.028
"BGSP",0.036
"BGSP",0.026
"BGSP",0.036
"BGSP",0.029
"BGSP",0.031
"BGSP",0.03
"BGSP",0.032
"BGSP",0.031
"BGSP",0.027
"BGSP",0.034
"BGSP",0.03
"BGSP",0.027
"BGSP",0.034
"BGSP",0.028
"BGSP",0.033
"BGSP",0.03
"BGSP",0.03
"BGSP",0.033
"BGSP",0.033
"BGSP",0.031
"BGSP",0.03
"BGSP",0.033
"BGSP",0.033
"BGSP",0.029
"BGSP",0.037
"BGSP",0.031
"BGSP",0.031
"BGSP",0.034
"BGSP",0.03
"BGSP",0.034
"BGSP",0.037
"BGSP",0.031
"BGSP",0.032
"BGSP",0.038
"BGSP",0.033
"BGSP",0.037
"BGSP",0.033
"BGSP",0.034
"BGSP",0.026
"BGSP",0.031
"BGSP",0.036
"BGSP",0.03
"BGSP",0.039
"BGSP",0.03
"BGSP",0.03
"BGSP",0.037
"BGSP",0.031
"BGSP",0.032
"BGSP",0.039
"BGSP",0.031
"BGSP",0.032
"BGSP",0.029
"BGSP",0.034
"BGSP",0.037
"BGSP",0.038
"BGSP",0.035
"BGSP",0.029
"BGSP",0.03
"BGSP",0.032
"BGSP",0.029
"BGSP",0.035
"BGSP",0.038
"BGSP",0.039
"BGSP",0.038
"BGSP",0.028
"BGSP",0.028
"BGSP",0.03
"BGSP",0.029
"BGSP",0.028
"BGSP",0.035
"BGSP",0.035
"BGSP",0.031
"BGSP",0.033
"BGSP",0.034
"BGSP",0.037
"BGSP",0.034
"BGSP",0.033
"BGSP",0.03
"BGSP",0.031
"BGSP",0.032
"BGSP",0.037
"BGSP",0.031
"BGSP",0.034
"BGSP",0.031
"BGSP",0.036
"BGSP",0.032
"BGSP",0.037
"BGSP",0.034
"BGSP",0.023
"BGSP",0.032
"BGSP",0.038
"BGSP",0.036
"BGSP",0.034
"BGSP",0.032
"BGSP",0.031
"BGSP",0.032
"BGSP",0.032
"BGSP",0.029
"BGSP",0.036
"BGSP",0.038
"BGSP",0.032
"BGSP",0.04
"BGSP",0.034
"BGSP",0.035
"BGSP",0.031
"BGSP",0.029
"BGSP",0.033
"BGSP",0.039
"BGSP",0.033
"BGSP",0.031
"BGSP",0.037
"BGSP",0.032
"BGSP",0.028
"BGSP",0.033
"BGSP",0.038
"BGSP",0.027
"BGSP",0.035
"BGSP",0.036
"BGSP",0.031
"BGSP",0.036
"BGSP",0.033
"BGSP",0.027
"BGSP",0.036
"BGSP",0.031
"BGSP",0.039
"BGSP",0.035
"BGSP",0.03
"BGSP",0.032
"BGSP",0.034
"BGSP",0.034
"BGSP",0.035
"BGSP",0.032
"BGSP",0.037
"BGSP",0.032
"BGSP",0.033
"BGSP",0.024
"BGSP",0.039
"BGSP",0.036
"BGSP",0.032
"BGSP",0.031
"BGSP",0.034
"BGSP",0.032
"BGSP",0.038
"BGSP",0.032
"BGSP",0.029
"BGSP",0.032
"BGSP",0.032
"BGSP",0.034
"BGSP",0.031
"BGSP",0.038
"BGSP",0.037
"BGSP",0.037
"BGSP",0.039
"BGSP",0.033
"BGSP",0.035
"BGSP",0.03
"BGSP",0.032
"BGSP",0.036
"BGSP",0.036
"BGSP",0.032
"BGSP",0.034
"BGSP",0.035
"BGSP",0.029
"BGSP",0.033
"BGSP",0.032
"BGSP",0.032
"BGSP",0.03
"BGSP",0.031
"BGSP",0.033
"BGSP",0.033
"BGSP",0.033
"BGSP",0.035
"BGSP",0.033
"BGSP",0.035
"BGSP",0.03
"BGSP",0.03
"BGSP",0.037
"BGSP",0.035
"BGSP",0.039
"BGSP",0.033
"BGSP",0.036
"BGSP",0.025
"BGSP",0.037
"BGSP",0.036
"BGSP",0.033
"BGSP",0.035
"BGSP",0.036
"BGSP",0.033
"BGSP",0.03
"BGSP",0.032
"BGSP",0.036
"BGSP",0.031
"BGSP",0.028
"BGSP",0.032
"BGSP",0.036
"BGSP",0.037
"BGSP",0.031
"BGSP",0.032
"BGSP",0.033
"BGSP",0.026
"BGSP",0.032
"BGSP",0.032
"BGSP",0.031
"BGSP",0.032
"BGSP",0.03
"BGSP",0.033
"BGSP",0.041
"BGSP",0.036
"BGSP",0.034
"BGSP",0.026
"BGSP",0.032
"BGSP",0.028
"BGSP",0.04
"BGSP",0.032
"BGSP",0.033
"BGSP",0.034
"BGSP",0.029
"BGSP",0.033
"BGSP",0.033
"BGSP",0.028
"BGSP",0.034
"BGSP",0.035
"BGSP",0.039
"BGSP",0.028
"BGSP",0.035
"BGSP",0.035
"BGSP",0.036
"BGSP",0.035
"BGSP",0.033
"BGSP",0.027
"BGSP",0.032
"BGSP",0.037
"BGSP",0.031
"BGSP",0.035
"BGSP",0.036
"BGSP",0.034
"BGSP",0.038
"BGSP",0.033
"BGSP",0.037
"BGSP",0.033
"BGSP",0.027
"BGSP",0.04
"BGSP",0.037
"BGSP",0.033
"BGSP",0.035
"BGSP",0.026
"BGSP",0.039
"BGSP",0.03
"BGSP",0.035
"BGSP",0.024
"BGSP",0.026
"BGSP",0.029
"BGSP",0.032
"BGSP",0.029
"BGSP",0.029
"BGSP",0.035
"BGSP",0.032
"BGSP",0.029
"BGSP",0.029
"BGSP",0.032
"BGSP",0.035
"BGSP",0.03
"BGSP",0.034
"BGSP",0.036
"BGSP",0.031
"BGSP",0.031
"BGSP",0.036
"BGSP",0.03
"BGSP",0.027
